domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,plantstatus,stemdiameter,measurementheight,vdapexheight,vdbaseheight,vdapexbreakheight,vdbasebreakheight,basecrownheight,maxcrowndiameter,ninetycrowndiameter,breakdiameter,canopyposition,shape,basalstemdiameter,basalstemdiametermeasurementheight,maxbasecrowndiameter,ninetybasecrowndiameter,remarks,recordedby,measuredby
D05,TREE,TREE_056,21,,1,NEON.PLA.D05.TREE.00001,1,11.5,130,11,-1,,,,,,,,,,,,,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,21,1,8,NEON.PLA.D05.TREE.00008,1,7.2,130,4.5,-1.2,,,,,,,,,,,,,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,41,NEON.PLA.D05.TREE.00041,1,1.8,130,2.6,0,,,,2.8,1.9,,,inverted cone,2.4,10,0.1,0.1,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,41,NEON.PLA.D05.TREE.00041,1,1.8,130,2.6,0,,,,2.8,1.9,,,inverted cone,2.4,10,,,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,271,NEON.PLA.D05.TREE.00271,1,2.1,130,2.6,0,,,,2.6,2.1,,,inverted cone,2.7,10,0.4,0.2,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,271,NEON.PLA.D05.TREE.00271,1,1.7,130,2.6,0,,,,2.6,2.1,,,inverted cone,2.4,10,,,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,230,NEON.PLA.D05.TREE.00230,1,,,1.8,0,,,,0.7,0.5,,,inverted cone,1.6,10,0.1,0.1,,fschroyer@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,246,NEON.PLA.D05.TREE.00246,1,24.6,130,10.3,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,279,NEON.PLA.D05.TREE.00279,1,22.8,138,17.6,-0.9,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,253,NEON.PLA.D05.TREE.00253,1,26.8,130,17.1,-1.1,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,256,NEON.PLA.D05.TREE.00256,1,26.5,130,16.7,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,277,NEON.PLA.D05.TREE.00277,1,7.9,130,7.1,-1.3,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,280,NEON.PLA.D05.TREE.00280,1,8,130,5.5,-1.6,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,278,NEON.PLA.D05.TREE.00278,1,19.9,130,12.3,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,115,NEON.PLA.D05.TREE.00115,1,3.6,130,1.3,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,13,NEON.PLA.D05.TREE.00013,1,5,130,2.7,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,264,NEON.PLA.D05.TREE.00264,1,20,130,15.4,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,252,NEON.PLA.D05.TREE.00252,1,31.7,130,17.1,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,219,NEON.PLA.D05.TREE.00219,1,39.4,130,20.1,-1.3,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,259,NEON.PLA.D05.TREE.00259,1,16.6,130,14,-1.2,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,112,NEON.PLA.D05.TREE.00112,1,6.2,130,3.3,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,248,NEON.PLA.D05.TREE.00248,1,24.2,130,15.4,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,232,NEON.PLA.D05.TREE.00232,1,33.6,130,16.6,-1.8,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,275,NEON.PLA.D05.TREE.00275,1,15.8,130,10.4,-1.6,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,260,NEON.PLA.D05.TREE.00260,1,14.3,130,13.6,-1.3,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,238,NEON.PLA.D05.TREE.00238,1,28.7,130,17.9,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,273,NEON.PLA.D05.TREE.00273,1,21.5,130,15.9,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,261,NEON.PLA.D05.TREE.00261,1,32,130,18.3,-1,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,258,NEON.PLA.D05.TREE.00258,1,6.4,130,2.7,-1.5,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,244,NEON.PLA.D05.TREE.00244,1,31,130,18.4,-1.3,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,288,NEON.PLA.D05.TREE.00288,1,14.5,130,10.6,-1.2,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,249,NEON.PLA.D05.TREE.00249,1,20.9,130,14.2,-1.4,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,3545,NEON.PLA.D05.TREE.03545,1,,,1.1,0,,,,,,,,,1.1,10,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,1,3544,NEON.PLA.D05.TREE.03544,1,,,1.5,0,,,,,,,,,1.1,10,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,225,NEON.PLA.D05.TREE.00225,1,,,1.1,0,,,,,,,,,1.2,10,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,169,NEON.PLA.D05.TREE.00169,1,3.9,130,4.4,-1.7,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,255,NEON.PLA.D05.TREE.00255,1,22,130,17.3,-1.3,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,286,NEON.PLA.D05.TREE.00286,1,1.3,130,2.5,0,,,,1.8,1.2,,,inverted cone,2.5,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,240,NEON.PLA.D05.TREE.00240,1,2,130,2.6,0,,,,2.6,2.2,,,inverted cone,3.5,10,0.2,0.4,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,287,NEON.PLA.D05.TREE.00287,1,,,1.5,0,,,,,,,,inverted cone,2.7,10,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,284,NEON.PLA.D05.TREE.00284,1,,,1.7,0,,,,2,1.7,,,inverted cone,2.8,10,0.2,0.3,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,54,NEON.PLA.D05.TREE.00054,1,3.3,130,2.3,0,,,,2.2,2,,,inverted cone,4.2,10,0.4,0.4,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,,243,NEON.PLA.D05.TREE.00243,1,18.9,130,13.6,-1.1,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,198,NEON.PLA.D05.TREE.00198,1,2.3,130,2.4,0,,,,4.2,1.9,,,inverted cone,3.5,10,0.3,0.3,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,282,NEON.PLA.D05.TREE.00282,1,1.8,130,2.6,0,,,,2.6,1.5,,,inverted cone,2.9,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,262,NEON.PLA.D05.TREE.00262,1,1.7,130,2.4,0,,,,1.2,1,,,inverted cone,2.2,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,3540,NEON.PLA.D05.TREE.03540,1,1.5,10,1.5,0,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,250,NEON.PLA.D05.TREE.00250,1,2.7,10,1.7,0,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,117,NEON.PLA.D05.TREE.00117,1,3.3,10,2.8,0,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,108,NEON.PLA.D05.TREE.00108,1,2.1,130,2.6,0,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,155,NEON.PLA.D05.TREE.00155,1,1.9,130,2.5,0,,,,1.8,1.7,,,inverted cone,3,10,0.4,0.3,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,135,NEON.PLA.D05.TREE.00135,1,2.1,130,2.1,0,,,,1.9,1.8,,,inverted cone,2.7,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,182,NEON.PLA.D05.TREE.00182,1,,,1.5,0,,,,0.4,0.3,,,inverted cone,1.2,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,94,NEON.PLA.D05.TREE.00094,1,1.2,130,1.5,0,,,,1.2,0.7,,,inverted cone,1.7,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,689,NEON.PLA.D05.TREE.00689,1,1.2,130,1.7,0,,,,1.1,0.9,,,inverted cone,1.8,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,692,NEON.PLA.D05.TREE.00692,1,,,1.7,0,,,,0.7,0.4,,,inverted cone,1.4,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,604,NEON.PLA.D05.TREE.00604,1,1.1,130,2.4,0,,,,0.9,0.1,,,inverted cone,2.4,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,281,NEON.PLA.D05.TREE.00281,1,1.3,130,2.2,0,,,,1.4,1,,,inverted cone,2.4,10,0.3,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_047,41,4,3483,NEON.PLA.D05.TREE.03483,1,3,130,2.5,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1055,NEON.PLA.D05.TREE.01055,1,42,130,16.9,-1.1,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,3,3481,NEON.PLA.D05.TREE.03481,1,,,0.8,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1202,NEON.PLA.D05.TREE.01202,1,5.1,130,3.8,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1214,NEON.PLA.D05.TREE.01214,1,4.2,130,3.5,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1051,NEON.PLA.D05.TREE.01051,1,3.5,130,3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1076,NEON.PLA.D05.TREE.01076,1,4.8,130,3.7,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1053,NEON.PLA.D05.TREE.01053,1,6.3,130,3.9,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1093,NEON.PLA.D05.TREE.01093,1,32.8,180,18.1,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1091,NEON.PLA.D05.TREE.01091,1,8.8,130,8.4,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1283,NEON.PLA.D05.TREE.01283,1,40,130,19.1,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,3,3480,NEON.PLA.D05.TREE.03480,1,,,0.8,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1092,NEON.PLA.D05.TREE.01092,1,35.1,130,18.1,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1290,NEON.PLA.D05.TREE.01290,7,22.2,130,6.1,-0.9,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,2,3482,NEON.PLA.D05.TREE.03482,1,,,0.7,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,897,NEON.PLA.D05.TREE.00897,8,,,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,3890,NEON.PLA.D05.TREE.03890,1,,,1.2,0,,,,,,,,,2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,3891,NEON.PLA.D05.TREE.03891,1,,,1.1,0,,,,,,,,,2.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1094,NEON.PLA.D05.TREE.01094,1,13.9,130,9.2,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1217,NEON.PLA.D05.TREE.01217,1,12.8,130,12.2,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1215,NEON.PLA.D05.TREE.01215,1,37.7,130,19,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1266,NEON.PLA.D05.TREE.01266,1,24.6,130,17.2,-2.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1075,NEON.PLA.D05.TREE.01075,1,28.5,130,16.8,-2.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1225,NEON.PLA.D05.TREE.01225,1,41.3,130,21,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1050,NEON.PLA.D05.TREE.01050,1,40.8,130,19.7,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1096,NEON.PLA.D05.TREE.01096,1,3.8,130,3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1052,NEON.PLA.D05.TREE.01052,1,5.8,130,4.3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1297,NEON.PLA.D05.TREE.01297,1,6.7,130,4.9,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1061,NEON.PLA.D05.TREE.01061,1,48.5,130,22.1,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1071,NEON.PLA.D05.TREE.01071,1,44.8,130,18.1,-1.5,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1286,NEON.PLA.D05.TREE.01286,1,28.7,140,17.7,-0.9,,,,,,,,,,,,,Actually 1289,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01286A,NEON.PLA.D05.TREE.01286A,1,22.4,140,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1060,NEON.PLA.D05.TREE.01060,1,7.3,130,4.5,-1.3,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1213,NEON.PLA.D05.TREE.01213,1,7.4,130,3.9,-1.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,1208,NEON.PLA.D05.TREE.01208,1,29.5,130,16.7,-0.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1002,NEON.PLA.D05.TREE.01002,10,33.1,130,3.3,-1.8,3.3,-1.8,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1019,NEON.PLA.D05.TREE.01019,1,23.8,130,14.5,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1223,NEON.PLA.D05.TREE.01223,1,20,130,15.9,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1058,NEON.PLA.D05.TREE.01058,1,41.1,130,19,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1059,NEON.PLA.D05.TREE.01059,1,6.4,130,1.8,-2.1,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1095,NEON.PLA.D05.TREE.01095,2,7.8,130,3.9,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1089,NEON.PLA.D05.TREE.01089,1,3.7,130,2.2,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1085,NEON.PLA.D05.TREE.01085,1,8,130,3.4,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1237,NEON.PLA.D05.TREE.01237,1,9.7,130,3,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,1003,NEON.PLA.D05.TREE.01003,1,9,130,4.9,-1.3,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_040,23,,1322,NEON.PLA.D05.TREE.01322,16,,,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1445,NEON.PLA.D05.TREE.01445,1,,,1.2,0,,,,,,,,,2,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1452,NEON.PLA.D05.TREE.01452,2,,,1,0,,,,,,,,,1.1,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1122,NEON.PLA.D05.TREE.01122,1,4.3,120,2.6,-1.4,,,0.5,4.6,3.1,,,ellipsoid or sphere,7.3,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1122,NEON.PLA.D05.TREE.01122,1,4,130,2.6,-1.4,,,0.5,4.6,3.1,,,ellipsoid or sphere,5.6,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1123,NEON.PLA.D05.TREE.01123,1,3,130,3.7,0,,,0.2,2.4,2.4,,,ellipsoid or sphere,4.6,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,403,NEON.PLA.D05.TREE.00403,9,4.9,130,4.6,0,0.7,0,0.7,2.8,1,4.8,,ellipsoid or sphere,6.7,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1124,NEON.PLA.D05.TREE.01124,1,,,1.7,0,,,0.3,2,1.1,,,ellipsoid or sphere,2,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,1165,NEON.PLA.D05.TREE.01165,1,8.2,130,5.5,-1.4,,,,,,,,,,,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,,964,NEON.PLA.D05.TREE.00964,1,40.6,130,15.7,-1.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
